"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"2763","F",0.63,0.515,0.16,1.336,0.553,0.3205,0.35
"2764","F",0.64,0.49,0.18,1.36,0.653,0.347,0.305
"2765","M",0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216
"2766","M",0.55,0.43,0.18,0.8265,0.4405,0.159,0.225
"2767","M",0.55,0.385,0.13,0.7275,0.343,0.1625,0.19
"2768","M",0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725
"2769","M",0.57,0.445,0.16,1.0145,0.516,0.164,0.3
"2770","F",0.575,0.48,0.17,1.1,0.506,0.2485,0.31
"2771","M",0.585,0.51,0.16,1.218,0.639,0.241,0.3
"2772","M",0.59,0.45,0.155,0.874,0.369,0.2135,0.24
"2773","M",0.6,0.47,0.13,1.0105,0.423,0.219,0.298
"2774","M",0.61,0.365,0.155,1.0765,0.488,0.249,0.27
"2775","M",0.615,0.475,0.205,1.337,0.5995,0.2815,0.37
"2776","M",0.625,0.5,0.18,1.3705,0.645,0.303,0.3705
"2777","F",0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855
"2778","M",0.63,0.485,0.18,1.2435,0.5175,0.308,0.37
"2779","M",0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555
"2780","F",0.635,0.485,0.155,1.073,0.467,0.1975,0.35
"2781","F",0.635,0.5,0.175,1.477,0.684,0.3005,0.39
"2782","M",0.635,0.5,0.18,1.2915,0.594,0.2695,0.37
"2783","F",0.65,0.495,0.16,1.3105,0.577,0.3315,0.355
"2784","M",0.67,0.525,0.18,1.4915,0.728,0.343,0.381
"2785","F",0.675,0.52,0.175,1.494,0.7365,0.3055,0.37
"2786","F",0.675,0.51,0.15,1.1965,0.475,0.304,0.386
"2787","M",0.68,0.545,0.185,1.672,0.7075,0.364,0.48
"2788","M",0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506
"2789","F",0.71,0.545,0.175,1.907,0.8725,0.4565,0.475
"2790","F",0.715,0.565,0.18,1.79,0.844,0.3535,0.5385
"2791","F",0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48
"2792","M",0.48,0.365,0.13,0.5305,0.2405,0.127,0.139
"2793","M",0.51,0.41,0.155,1.2825,0.569,0.291,0.3795
"2794","F",0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525
"2795","F",0.57,0.45,0.15,0.9645,0.531,0.189,0.209
"2796","F",0.605,0.465,0.155,1.1,0.547,0.2665,0.2585
"2797","M",0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
"2798","F",0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315
"2799","M",0.65,0.525,0.185,1.3455,0.586,0.278,0.3865
"2800","M",0.35,0.265,0.09,0.197,0.073,0.0365,0.077
"2801","M",0.55,0.42,0.145,0.7385,0.321,0.1485,0.252
"2802","M",0.555,0.435,0.145,0.9205,0.404,0.2275,0.255
"2803","M",0.58,0.45,0.14,0.824,0.3465,0.1765,0.263
"2804","M",0.585,0.45,0.15,0.997,0.4055,0.283,0.251
"2805","F",0.595,0.455,0.14,0.914,0.3895,0.2225,0.271
"2806","F",0.6,0.5,0.17,1.13,0.4405,0.267,0.335
"2807","F",0.615,0.495,0.155,1.0805,0.52,0.19,0.32
"2808","M",0.63,0.505,0.155,1.105,0.492,0.226,0.325
"2809","M",0.63,0.49,0.155,1.229,0.535,0.29,0.335
"2810","F",0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347
"2811","F",0.645,0.535,0.19,1.2395,0.468,0.2385,0.424
"2812","F",0.65,0.505,0.165,1.357,0.5725,0.281,0.43
"2813","M",0.655,0.525,0.18,1.402,0.624,0.2935,0.365
"2814","F",0.655,0.5,0.22,1.359,0.642,0.3255,0.405
"2815","M",0.67,0.535,0.19,1.669,0.7465,0.2935,0.508
"2816","M",0.67,0.525,0.2,1.7405,0.6205,0.297,0.657
"2817","M",0.695,0.53,0.21,1.51,0.664,0.4095,0.385
"2818","M",0.695,0.55,0.195,1.6645,0.727,0.36,0.445
"2819","M",0.77,0.605,0.175,2.0505,0.8005,0.526,0.355
"2820","M",0.475,0.37,0.11,0.4895,0.2185,0.107,0.146
"2821","M",0.475,0.36,0.14,0.5135,0.241,0.1045,0.155
"2822","F",0.56,0.44,0.135,0.8025,0.35,0.1615,0.259
"2823","F",0.585,0.475,0.165,1.053,0.458,0.217,0.3
"2824","F",0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845
"2825","M",0.385,0.255,0.1,0.3175,0.137,0.068,0.092
"2826","M",0.5,0.38,0.125,0.577,0.269,0.1265,0.1535
"2827","F",0.515,0.4,0.125,0.615,0.2865,0.123,0.1765
"2828","M",0.52,0.385,0.165,0.791,0.375,0.18,0.1815
"2829","M",0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405
"2830","M",0.56,0.43,0.155,0.8675,0.4,0.172,0.229
"2831","F",0.565,0.45,0.165,0.887,0.37,0.239,0.249
"2832","M",0.59,0.44,0.135,0.966,0.439,0.2145,0.2605
"2833","M",0.6,0.475,0.205,1.176,0.5255,0.2875,0.308
"2834","F",0.625,0.485,0.15,1.0945,0.531,0.261,0.296
"2835","M",0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495
